utterance,hat
Ashes to ashes and dust to dust ...,red
"Yeah , good idea.We can put some lawn furniture outside next to the grill . I also set up the tent outside so we can hide from the sun if it gets too hot .",black
"Oh , the final exam is coming soon . I feel a little bit nervous .",red
All right . Can we make it another time ?,yellow
He is such a handsome guy . He gets his looks from his mother of course !,black
I know several . But wouldn ’ t it be easier to take the shirt back and exchange it for the right size ?,white
I'm a little nervous .,red
"200 Yuan a week , but smoking is not allowed .",green
That ’ s all right . Thank you all the same . __eou__,yellow
"Well , when it's nicer outside , you can start biking to work . That will give you just as much freedom as your car usually provides .",green
Would you like to drink some coffee ?,white
you're dancing so well .,yellow
You mean we Chinese think differently from the Americans ?,green
That's too bad . We could really use someone who is bilingual .,white
"I am sorry , sir . But may I see your driver's license and insurance policy , PLS ? I have to give you a ticket .",red
I will . Merry Christmas . __eou__,yellow
She's pretty and meek .,yellow
Marvelous idea ? __eou__,white
OK . I'll try a Pinto . I want to rent a car for one week .,yellow
I'll need a few minutes to check over my notes again on every detail . What about the quality standard ?,black
don ’ t say that yet . A new project could suddenly appear .,white
We have too many cars ! __eou__,red
"I'm sorry , Lucy . I'm afraid that I can't get up .",red
you're kidding me ! that sounds really scary !,white
"Thank you.Thanks to the baker , I benefit a lot from him . __eou__",white
We'd like to have typical Chinese food .,white
Why not ? Come on ! Just a cute little puppy or a kitty !,red
"Sometimes it is . But after working for a few weeks , it ’ s easy to figure out .",green
"Maybe just a quick sandwich , salad , or something .",green
"Hello baseball fans , and welcome back to today ’ s game ! My name is Rick Fields and of course , I am here , once again , with the man that seals the deal , Bob Copeland .",yellow
Then why did you leave ?,white
"Where have you been , Alice , you're over an hour late .",red
"Granted , it ’ s cheap , but the place is filthy , the beds are uncomfortable , there ’ s no A / C , the breakfast is pretty skimpy ... and the staff couldn ’ t care less about the guests .",red
It ’ s so nice and quiet in the woods .,yellow
"How about the lunch break , Lucy ?",white
nothing particular .,white
You can yell at them .,red
I think it's dangerous . What if I can't turn it off ?,red
I see . What else ?,green
At 10 o'clock .,white
"No , it is the original one .",white
"Hi , Ms . Seymour ? It ’ s Allan Parker . I ’ Ve been waiting to call you and thank you for all your help last week .",yellow
"Yes , sir . It is Jane . It was given by my English professor when I was at the university .",white
"Well , I love it . The room is spacious and clean with big windows and a lot of sunshine . There are plants along the corridor . Especially , I got my own desk with computer and telephone . Such a great place !",black
So why did you decide to resign ?,white
Probably not .,white
Someone brings a truck to the game and we have a barbecue right there in the parking lot out of the back of the truck !,yellow
"Fine , we will take an actual look at your kitchen before start working on it .",white
I have no idea . Let me take a closer look at my museum map,yellow
"Well , I ’ d like to , but I ’ m going to have to look at my schedule . __eou__",white
"Yes , they do . Do you have a Christmas tree this year ?",white
I think perhaps I need to buy a few years while I figure out about my career .,green
Don ’ t worry . I will arrange everything .,yellow
That ’ s for sure . You ’ ll know our products better after the visit . __eou__,white
yes . I have so many clothes stuffed into it . Perhaps I should get rid of some of them . There are clothes in there that I never wear anymore .,green
"Sorry , sir , we are having a sale now . __eou__",red
"it'll be sad to see you go , but it sounds like you're found yourself a great opportunity .",white
"The shoes can be comfortable or not comfortable , too wide , too narrow , or just right ; and long or short . In girls shoes , the heel can be high or low .",green
You haven't told me anything yet .,black
"OK , let's go . __eou__",yellow
"I think I will call the office to send someone to meet us , and escort that person to the nearest hospital without interrupting our trip .",black
Why do you ask me these questions ?,black
"Well , what about this Thursday evening after we finish the weekly meeting ?",black
You will be very beautiful on your wedding day .,yellow
That would be our Savers Plus account . You must pay 10 000 yuan into your deposit account . In this way you can get 5 % dividend at the end of the year .,green
